Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT
Date,,,,,,,,,,,,,,,
2015-01-15,23.704065322875977,24.850746154785156,38.839935302734375,24.42304230497845,25.04339563062503,39.60853691639613,23.66856114368005,24.65116323008768,38.78015553919988,24.40972844940662,25.037947379555504,39.47189699149546,240056000,54316718,32750800
2015-01-16,23.519878387451172,25.16225242614746,39.488975524902344,23.872710736727925,25.167700677064555,39.52313306120022,23.3445719827557,24.762095824627767,38.575192201690875,23.750661438201686,24.762592153466528,38.69475498086763,314053200,45965854,35695300
2015-01-20,24.125686645507812,25.10381317138672,39.6170768737793,24.18116329739943,25.38114731513183,39.83911879561402,23.63305370582818,25.06003393900684,38.91679682692127,23.93040774732097,25.306862804560122,39.54021670972157,199599600,44640224,36161900
2015-01-21,24.309864044189453,25.655515670776367,39.2157096862793,24.644941726946904,25.716925948843276,39.4035908784775,24.02582222854224,25.06914858067636,38.83995055963695,24.176718755318422,25.12114944852152,39.23279009082041,194303600,45374234,39081100
2015-01-22,24.942302703857422,26.465234756469727,40.2490348815918,24.957836098464018,26.561312280554752,40.25757345114467,24.34759293561303,25.737726507076665,39.352335221920335,24.467422705298063,25.825877924318387,39.60853465929038,215185600,53538588,35898000
2015-01-23,25.07100486755371,26.740589141845703,40.2917366027832,25.24187218046509,26.850533563488348,40.47107589366213,24.749239327247817,26.39639643869644,39.96721555898839,24.92010833317196,26.52466524634369,40.44545692575166,185859200,45634948,26211600
2015-01-26,25.097633361816406,26.505842208862305,40.14655303955078,25.37723612111665,26.693539751571716,40.249035422077064,25.03106240494394,26.231480349241778,39.48897566931331,25.239653434759713,26.670263445243858,40.138014469883245,222460000,30874534,42525500
2015-01-27,24.218883514404297,25.684730529785156,36.43164825439453,24.960052356934085,26.282488460567993,36.89280914239056,24.1944736556585,25.66293942280797,35.961948797844,24.946736811155496,26.246334128944973,36.67930909325376,382274800,38080263,169164000
2015-01-28,25.588048934936523,25.25733757019043,35.17627716064453,26.21160761831203,25.900657373981208,36.542679827447365,25.588048934936523,25.25733757019043,35.15065818977271,26.102872167761888,25.890257201649,36.49998045674328,585908400,33676205,84507100
2015-01-29,26.384695053100586,25.290023803710938,35.87654495239258,26.449048170199948,25.311318583234605,35.970485490353646,25.6435261294502,24.821525393496646,34.83466698221574,25.812175619330834,25.306862990187756,34.95422648225635,337745600,83727244,63585300
2015-01-30,25.998571395874023,26.471670150756836,34.50162124633789,26.62878516547763,26.736624483886406,35.50934208945863,25.92977921628133,25.530710305702836,34.45891861545299,26.273735035207107,25.54754949167188,35.48371985937702,334982000,112127002,78004900
2015-02-02,26.32477378845215,26.17254638671875,35.253135681152344,26.444603530304434,26.396394478005192,35.329995847923875,25.75891309377555,25.680769763096613,34.356435907319835,26.196069274325748,26.333499006636576,34.663876574405954,250956400,56996054,50352500
2015-02-03,26.329214096069336,26.21018409729004,35.52641677856445,26.42685183275398,26.416204133332432,35.80823848572224,26.09843106688366,25.914029229887618,35.056717191054595,26.29592777294408,26.148773823473352,35.55203900687624,207662800,40773638,52082400
2015-02-04,26.531150817871094,25.889266967773438,35.73136901855469,26.741963089882017,26.380151323121154,36.047348184984685,26.25376758602479,25.81547689109451,35.32144930751657,26.295930379029553,26.21018333021227,35.816767736697194,280598800,33273101,41614800
2015-02-05,26.720518112182617,26.127975463867188,36.2523307800293,26.785125203713097,26.17353921184247,36.41458974208847,26.566797732344764,25.856087645779027,35.748470230972316,26.738339410088408,25.9402797982514,36.055911007719516,168984800,36995292,36548200
2015-02-06,26.49550437927246,26.297348022460938,36.21815872192383,26.78957700691149,26.604397513315075,36.54267980301358,26.38856810572445,26.070031299927916,35.996120039759155,26.73833631965643,26.130947142502787,36.4487392328755,174826400,35270570,34616600
2015-02-09,26.671506881713867,26.140356063842773,36.17545700073242,26.698239679585615,26.346872435721835,36.499978060736275,26.384117406729843,26.05071755827406,36.0473556392761,26.410851904296266,26.14877471042013,36.072977866219134,155559200,25355423,31381100
2015-02-10,27.183900833129883,26.591522216796875,36.380401611328125,27.212863625618194,26.62916175263041,36.52558331698937,26.769527237525242,26.095289956891605,36.021723146315146,26.7717538371825,26.213156698047502,36.49996435741751,248034000,34997823,29670700
2015-02-11,27.821063995361328,26.543481826782227,36.19253158569336,27.829975494842714,26.6663023728343,36.42311204462391,27.290842523929378,26.415114521948645,36.04734984884712,27.350993020810314,26.510299782104312,36.42311204462391,294247200,27555446,38262500
2015-02-12,28.17305564880371,26.888168334960938,36.79887008666992,28.400294596598293,26.981769887308978,36.79887008666992,27.974779494181742,26.47924832912618,36.3035483889342,28.08394236927043,26.606873032256868,36.43164972669409,297898000,32404724,33268800
2015-02-13,28.311185836791992,27.18927764892578,37.46498107910156,28.355741633824508,27.233848735255375,37.46498107910156,27.99260695889488,26.898074706920564,36.850103261691665,28.355741633824508,26.90897120847479,37.046522881201234,217088800,38006060,40264900
2015-02-17,28.4782772064209,26.883712768554688,37.48219680786133,28.712199427708722,27.23830560780591,37.8434279543945,28.27554438801212,26.797044664442925,37.146763667733154,28.402530299646802,27.08131415154471,37.81762666705266,252609600,32336537,33695700
2015-02-18,28.676544189453125,26.728206634521484,37.4391975402832,28.68991058646957,27.01495208387915,37.58541251906381,28.393609654845907,26.619747421672663,37.31878713478005,28.43371054558967,26.81239877810593,37.525207316312226,179566800,29061570,27111700
2015-02-19,28.61638832092285,26.88519859313965,37.41339111328125,28.745602474435017,26.897083963585036,37.43919240208022,28.589655530330138,26.64451131688879,37.026355376611626,28.62307151857103,26.645996514598256,37.13816642963552,149449600,19782163,27603400
2015-02-20,28.850318908691406,26.691062927246094,37.72301483154297,28.850318908691406,26.928779799149154,37.74021678216671,28.527285129746105,26.535060342066853,37.232770722044386,28.654269321738926,26.898073716536278,37.42198561703236,195793600,28887092,29721100
2015-02-23,29.63006019592285,26.3424129486084,37.97244644165039,29.63006019592285,26.566708105922515,38.00684706943296,28.885967770766,26.21860164289405,37.54240742546381,28.966169573437323,26.547442212764707,37.585410670895,283896400,29157834,32518800
2015-02-24,29.445138931274414,26.549427032470703,37.920833587646484,29.763719417690286,26.58409427814629,38.10144915372237,29.222356610481487,26.16115766967415,37.77461864301121,29.61668227011373,26.247823889478106,37.97243944121247,276912400,20101036,25271700
2015-02-25,28.69214630126953,26.93472671508789,37.8348388671875,29.31816775532509,27.051108261244007,37.92084536891465,28.54956568881683,26.51748461687064,37.6714219205931,29.30925455488995,26.540018327158375,37.80043495412155,298846800,36519991,29759800
2015-02-26,29.055274963378906,27.50969696044922,37.89503479003906,29.155526345432452,27.54238456986234,38.04124646333989,28.20647471626233,26.817350471023477,37.748819835801314,28.692138629023056,26.902037048317254,37.8348295973932,365150000,46230579,28957300
2015-02-27,28.618621826171875,27.65431022644043,37.714412689208984,29.088692714889373,27.966807958324857,38.01544190749855,28.569609437821136,27.38192609465695,37.550999077636924,28.961705145238223,27.448290186214756,37.95523672002797,248059200,48203982,33807700
2015-03-02,28.75896644592285,28.295154571533203,37.74022674560547,29.024077928251735,28.33526817228248,38.00684884832035,28.58296992370644,27.671644295442846,37.456399406788044,28.79461242996784,27.759797603460168,37.559607856840984,192386800,42592618,31924000
2015-03-03,28.819129943847656,28.409059524536133,37.22416687011719,28.854775941900105,28.49572573848615,37.697212294219646,28.53619535831423,28.05644630020773,37.0607532660232,28.730018348106007,28.251077297332007,37.46499088991567,151265200,34095352,31748600
2015-03-04,28.636436462402344,28.39569091796875,37.03496170043945,28.86367536908788,28.580910636155046,37.16397143828427,28.587427481929247,28.130242094764622,36.88014739027579,28.76119741075105,28.32140449913167,36.991955173553826,126665200,37536775,25748700
2015-03-05,28.161916732788086,28.492755889892578,37.07796096801758,28.68322659841273,28.620528363841753,37.189772020235935,28.017107870216446,28.397669133318555,36.8285375749678,28.645354008112353,28.4774019001322,37.04355706257547,226068400,27792094,23193500
2015-03-06,28.204246520996094,28.1141414642334,36.432899475097656,28.82135291218888,28.559611748788523,37.07795788427166,28.128501334221365,28.06833144938727,36.25228390795375,28.605253750386986,28.470467680117018,36.98334879264293,291368400,33182854,36248800
2015-03-09,28.324552536010742,28.171838760375977,36.854339599609375,28.865915503889312,28.24216211543757,37.095163661576706,27.861164763307137,27.90861777176819,36.28668827222587,28.50723402529076,28.07328338762991,36.28668827222587,354114000,21242161,32108000
2015-03-10,27.738636016845703,27.486421585083008,36.14908218383789,28.342376093308992,27.973738792464747,36.733935565488295,27.580460722985116,27.472554688965197,36.14908218383789,28.16192290025722,27.944025368201373,36.42430691862189,275426400,35846146,39159700
2015-03-11,27.232919692993164,27.29674530029297,36.1060791015625,27.796558884616413,27.641434317464956,36.44150904357668,27.203958593316226,27.271983795160022,35.98566868965358,27.792103984548728,27.49286149789746,36.389906456151515,275756000,36415706,32215300
2015-03-12,27.725265502929688,27.511184692382812,35.280399322509766,27.82551859010092,27.553774252041944,35.82224937147792,27.09701928216281,27.26108611326359,35.14278697620928,27.248511363041793,27.412136781753077,35.54702467887696,193450800,27792094,59992500
2015-03-13,27.533674240112305,27.10558319091797,35.590030670166016,27.93691151412866,27.654310728880073,35.667437825995954,27.30866525427582,26.952058447661997,34.92777017716262,27.71412912836957,27.41164191411308,35.00517733299256,207309200,34071287,58007700
2015-03-16,27.836654663085938,27.461660385131836,35.74484634399414,27.836654663085938,27.577547484992238,35.81365088461088,27.3732686550269,27.040209006207075,35.50402224949176,27.598277610489713,27.285353774319923,35.66743918521436,143497200,32819860,35273500
2015-03-17,28.302276611328125,27.2799072265625,35.86524963378906,28.364655412063208,27.426498515321196,35.97706068115854,27.992609207896937,27.139258623090253,35.392207437753875,28.048304808509666,27.3229931156779,35.58142234760583,204092400,36110871,31673400
2015-03-18,28.620851516723633,27.708786010742188,36.55331802368164,28.774571896843646,27.722652907634572,36.83714536200962,28.153008876869432,27.089733255662395,35.547028255291444,28.29336115891731,27.362115482817394,35.633034750031,261083600,42690887,44194800
2015-03-19,28.40475845336914,27.63400650024414,36.372703552246094,28.794627687042833,27.7731680159209,36.630726325461424,28.38248055138392,27.54263273837166,36.31249834786043,28.68323647742178,27.703339093658975,36.346898978268264,183238000,23945563,33879100
2015-03-20,28.048297882080078,27.751375198364258,36.880149841308594,28.605252050974638,27.818730049785145,36.966156338921074,27.883439420892177,27.6865000966413,36.544719907307304,28.57183605861484,27.815263325608512,36.604925111823555,274780400,52337299,71904500
2015-03-23,28.340147018432617,27.67461395263672,36.862945556640625,28.482727608990597,27.850426129515686,37.09516702264794,28.186426628736324,27.527031899130456,36.794137738147775,28.320097419617298,27.75484494076453,36.880147511263836,150838800,32876014,26246100
2015-03-24,28.22429656982422,28.23819923400879,36.8973503112793,28.525050703803593,28.456106537904446,37.12956850166983,28.19533377641262,27.79347343974527,36.768337289117945,28.344599243232636,27.860330070905384,36.79413858117523,131369200,51665459,25513300
2015-03-25,27.486888885498047,27.67337417602539,35.65882110595703,28.253260801348905,28.340712857740744,36.92313639086071,27.486888885498047,27.67114637963596,35.641619158026955,28.19088200814144,28.253550324004298,36.914533776427625,206620800,43045859,43469900
2015-03-26,27.67847442626953,27.494346618652344,35.443824768066406,27.82105497234002,27.67906997217488,35.787857388915285,27.313111564502137,27.2704947476599,35.19440128199788,27.34875755086685,27.614192976881156,35.45242738810365,190291600,31452115,37495600
2015-03-27,27.457929611206055,27.156097412109375,35.23739242553711,27.780963397342344,27.499795675078374,35.63302747000862,27.38218441433897,27.145697238688772,35.11698204512724,27.752002298486357,27.386880859643952,35.36640214128906,158184800,37949906,34401400
2015-03-30,28.153003692626953,27.338844299316406,35.22879409790039,28.15968689058504,27.41015842433806,35.727640912825656,27.625008957912392,27.147680010033362,35.18579085408133,27.636148754305395,27.318538386018304,35.349204492968646,188398800,25750504,35049700
2015-03-31,27.720813751220703,27.139259338378906,34.97076416015625,28.179744945544357,27.471566655040714,35.28899203607877,27.7052190514047,27.075867536344585,34.867555740034234,28.09063164672656,27.23830725307168,35.073972580278266,168362400,31760961,34887200
2015-04-01,27.680707931518555,26.86984634399414,35.02237319946289,27.874529194518605,27.29476254286049,35.05677382201138,27.424507880342258,26.71830124133965,34.6697413910805,27.807693807361485,27.168971601869405,34.91916148900695,162485600,39261497,36865300
2015-04-02,27.919086456298828,26.521690368652344,34.652549743652344,27.972553749023255,26.785159512917968,35.039585570609376,27.667342990847324,26.438341226011122,34.50633475082955,27.85447936523012,26.785159512917968,34.970777743178,128880400,34327989,37487500
2015-04-06,28.37133026123047,26.582855224609375,35.73623275756836,28.406976250983927,26.664323251561648,35.93405026241588,27.698528351730204,26.226528983530084,34.55792706306944,27.72971774291731,26.35776818760402,34.69553938300409,148776000,26488525,39223700
2015-04-07,28.07280731201172,26.595481872558594,35.71903991699219,28.542876555563243,26.876284652854633,36.04587049054073,28.066124112769437,26.544968099028488,35.52982497941132,28.435941968297502,26.647979067085735,35.787847734976026,140049200,26057345,28809400
2015-04-08,27.981460571289062,26.822799682617188,35.62443542480469,28.159687116843397,26.933734867259414,35.85665691919097,27.84110831395868,26.662837814598237,35.29760808983534,28.037156154313003,26.662837814598237,35.65883933825549,149316800,23570536,24753400
2015-04-09,28.195329666137695,26.78169059753418,35.6760368347168,28.199786264333394,26.83963414081759,35.79644723580299,27.772044621033103,26.51970856677484,35.478219278512725,28.037154424074384,26.79407040122062,35.478219278512725,129936000,31157308,25723900
2015-04-10,28.31563949584961,26.743558883666992,35.8824577331543,28.34014569305206,26.856473690214415,36.080275293352365,27.905720742089727,26.60984373191547,35.61583235326781,28.059439424902365,26.856473690214415,35.80505057647354,160752000,28189181,28022000
2015-04-13,28.259939193725586,26.70195770263672,35.91683578491211,28.643126786166484,26.94413206341491,36.17486166561244,28.20647190859878,26.609843242985917,35.59860802123316,28.59856759912117,26.664320065940736,35.607210633755365,145460400,32906096,30276700
2015-04-14,28.137414932250977,26.26713752746582,35.822242736816406,28.35796900985864,26.622721150844388,36.14906994816246,28.050529941081454,26.153332354563446,35.598620664909596,28.293361916479697,26.557349716695157,35.951252442051995,102098400,52082601,24244400
2015-04-15,28.24434471130371,26.373119354248047,36.346885681152344,28.322318190138613,26.482073009334943,36.51890189401148,28.072803057866928,25.91205068834697,35.84804227289086,28.161916333547257,26.183442168358862,35.916846789472686,115881600,46376979,27343600
2015-04-16,28.108448028564453,26.436012268066406,36.260887145996094,28.315635677165186,26.52466189684617,36.41570144333591,28.095081631781955,26.228507045661743,35.96846050445834,28.13295422246197,26.24286837645453,36.080271559412004,113476000,25997180,22509700
2015-04-17,27.792102813720703,25.953153610229492,35.79644775390625,28.10177019607035,26.239897169809005,35.89965948284885,27.72749571744488,25.802599270362137,35.40081263577184,27.970329403426064,26.181459186616664,35.839451000496965,207828000,43037837,42387600
2015-04-20,28.427030563354492,26.514263153076172,36.90594482421875,28.542876649890996,26.54942483032277,37.129563648339364,27.88566932691057,25.975439480719924,35.84804933596402,27.9747826163896,26.02991630592225,35.89105257741756,188217200,33585958,46057700
2015-04-21,28.273313522338867,26.444433212280273,36.67372512817383,28.560701305556105,26.712854274819566,37.11236674230665,28.219844525731023,26.42982182247721,36.579116023912356,28.53842510651159,26.61974715729969,36.983353730870604,129740400,36895018,26013800
2015-04-22,28.654272079467773,26.71161460876465,36.974769592285156,28.709967681176824,26.79654934799853,37.09518003595128,28.141873563561433,26.33448807485757,36.59633301969046,28.29113736821492,26.465727259972876,36.69954150269878,150618000,31871263,25064300
2015-04-23,28.888181686401367,27.08973503112793,37.2757682800293,29.055268418650506,27.285851232613126,37.50798965667134,28.54732502456418,26.754457311544666,36.8113255267452,28.58297100996385,26.79259128049803,36.88873265229255,183083600,83697161,46309500
2015-04-24,29.02408218383789,27.984142303466797,41.17192459106445,29.102057360445713,28.285249106775424,41.40414599767899,28.790160053403067,27.59735815240553,39.26255404935023,29.07086796968031,28.035646841258355,39.27115338399379,178103600,98650102,130933700
2015-04-27,29.552080154418945,27.579763412475586,41.309532165527344,29.659018140062884,28.105169151404088,41.395541906763256,29.21790659790736,27.472001331274832,40.61287130666532,29.47633496412973,27.978038879675136,40.62147064032083,387816800,47960000,59248200
2015-04-28,29.086471557617188,27.495840072631836,42.281436920166016,29.97314461746118,27.612045434203406,42.32444016659388,28.865919142383383,27.331265380144963,41.025723751223026,29.955325015724814,27.543514164270682,41.094528289320124,475696000,29820000,60730800
2015-04-29,28.658721923828125,27.26740264892578,42.195430755615234,29.315929189196144,27.495838943060374,42.41045027036492,28.582976739212466,27.15939050669806,41.713785861438474,28.997352054224365,27.33643024487951,41.90300408431817,253544400,33976000,47804600
2015-04-30,27.881210327148438,26.68439292907715,41.83418655395508,28.658720221632425,27.243069770505894,42.60825793974698,27.75422446071584,26.57067110877886,41.79978265215618,28.658720221632425,27.207313255403193,41.88579240665342,332781600,41644000,64725500
2015-05-01,28.7277889251709,26.712202072143555,41.85139083862305,28.99067391684693,26.7936435723389,42.04060902813174,27.914634549692686,26.424172218088028,41.62777202633382,28.092859444447665,26.73852076122299,41.78258631212515,234050400,35364000,38937300
2015-05-04,28.672090530395508,26.855222702026367,41.49016571044922,29.088695876659358,27.018605821575132,42.03201250837557,28.57406574303931,26.57116726474395,41.43855984738786,28.850317107462306,26.74348809222156,41.60197349234286,203953200,26160000,34039500
2015-05-05,28.02602195739746,26.359615325927734,40.93971252441406,28.61639385984713,26.803575787132605,41.421357397749006,28.02156535830659,26.339303731323636,40.69029239160982,28.54955847104041,26.72759579866205,41.128930739105876,197085600,27662000,50369200
2015-05-06,27.850025177001953,26.032852172851562,39.804405212402344,28.23766603361999,26.43807816505833,41.08592276082941,27.482433918282176,25.877167828146398,39.58078639611401,28.195336838464158,26.38146636494189,40.913906520103126,288564000,31340000,52433000
2015-05-07,28.022287368774414,26.354650497436523,40.16564178466797,28.20573193766146,26.49171304343396,40.501071667429116,27.74488205442266,25.910191775087828,39.7011988942585,27.912666783531346,26.021430064298485,39.79580799574233,175763600,30926000,32971700
2015-05-08,28.55024528503418,26.728092193603516,41.068721771240234,28.55024528503418,26.87359800164352,41.26653930438403,28.212438276395325,26.071585536838104,40.870904238096436,28.339954580653217,26.650126889593643,40.8967055264822,222201600,30552000,35364900
2015-05-11,28.259422302246094,26.602951049804688,40.74188995361328,28.536825907144788,26.914817971521018,41.20633281557959,28.105059806771205,26.5880536060538,40.74188995361328,28.49879511187531,26.73554474009663,40.896704240935385,168143200,18106000,24609400
2015-05-12,28.158748626708984,26.272212982177734,40.72468566894531,28.38469746925894,26.479246522325308,41.00851293975766,27.923849354868548,26.084498379538626,39.92481299057539,28.098345176558336,26.399343260394588,40.29464673566844,192640000,32684000,29928300
2015-05-13,28.190067291259766,26.301015853881836,40.96551513671875,28.454048621651697,26.534517729153116,41.5589677622255,28.158747617043286,26.25309360060634,40.91390927674277,28.221386965476245,26.34769539070286,41.44715670607943,138776800,25046000,34184600
2015-05-14,28.847780227661133,26.737030029296875,41.90300369262695,28.847780227661133,26.766826807063115,41.98901018534791,28.447335604555988,26.43956615797855,41.30954773766525,28.50326383431632,26.507102868776705,41.30954773766525,180814000,28078000,32980900
2015-05-15,28.807510375976562,26.511077880859375,41.5417594909668,28.96858393307791,26.780434790881305,42.06640750431757,28.682231701250593,26.338757050099638,41.32674002850741,28.874624927033434,26.77576702641413,42.03200360289927,152832000,39426000,28642700
2015-05-18,29.125192642211914,26.434101104736328,41.29233169555664,29.243760245389478,26.559244153661908,41.47295051815018,28.715797490006917,26.26277295843252,40.94830256110512,28.72027270529355,26.419699992748253,41.26653041273025,203531600,40068000,24136500
2015-05-19,29.098342895507812,26.685386657714844,41.1884765625,29.279549825447738,26.849266113748893,41.38757976532089,29.00214455904792,26.470855136028614,40.84220811273978,29.237043821913492,26.517534676373266,41.171162809785926,178532800,39338000,28574800
2015-05-20,29.096099853515625,26.78023338317871,41.1884765625,29.30191531631098,26.961493799519733,41.491458979344685,28.935026288964824,26.46747424919389,40.920118348822804,29.082677625401065,26.741498898129908,41.023997562846596,145819600,28616000,25047900
2015-05-21,29.39363670349121,26.94113540649414,41.04994201660156,29.447329026390044,27.007183136931534,41.20576239567689,29.044645138618346,26.61685459489877,40.69501855365414,29.098337461517183,26.714684421236004,40.92874912226713,158921600,29254000,22410700
2015-05-22,29.65091323852539,26.821950912475586,40.599822998046875,29.747111583218956,27.024562949059057,40.98937088405735,29.395880609079995,26.792154133267502,40.53056798579389,29.440625930475374,26.823936227791886,40.946088152529605,182384000,23524000,25720600
2015-05-26,28.997669219970703,26.43509864807129,40.331451416015625,29.7336866795476,26.76683008580557,40.58249579886355,28.885812753714266,26.31392810132834,39.98518307400058,29.66433621664276,26.723128518605577,40.53921308167658,282790400,48130000,29581900
2015-05-27,29.5390567779541,26.806062698364258,41.21443557739258,29.588273900644243,26.843804532929795,41.35294226336236,29.093870186696144,26.404809199242866,40.357423187650895,29.158745441012005,26.458937465018156,40.53055737067809,183332800,30500000,27335600
2015-05-28,29.480892181396484,26.80556297302246,41.075927734375,29.518922973141333,26.846780999044,41.569357995634384,29.328769014417098,26.63026228022187,41.023986490251986,29.498789626968538,26.717663515011637,41.11921045334762,122933200,20596000,19283700
2015-05-29,29.14531707763672,26.42466926574707,40.56517791748047,29.40706076764038,26.748453748756177,41.17980102477337,29.06030508113384,26.391894512119364,40.331447305779086,29.357843655305874,26.685882214606522,41.05860810809695,203538000,51948000,36519600
2015-06-01,29.203481674194336,26.518028259277344,40.88548278808594,29.39363901250951,26.657077996951923,41.35294411248422,29.09386453334816,26.307967507900887,40.35742499225751,29.145317546675713,26.657077996951923,40.7383208724013,128451200,38086000,28837300
2015-06-02,29.073734283447266,26.775768280029297,40.61711502075195,29.23033265387691,26.965470101402147,40.98935228707484,28.930558142827525,26.385936047756463,40.35741544715114,29.051361624705123,26.46539223858962,40.62577354448555,134670400,38780000,21498300
2015-06-03,29.109521865844727,26.831880569458008,40.55652618408203,29.292968084951948,26.990296603453466,41.32697313043363,29.060304754064152,26.672968206646576,40.53055721252024,29.23032874515631,26.812017944895175,41.006673737292225,123934000,34340000,28002200
2015-06-04,28.93950653076172,26.65260887145996,40.13235092163086,29.21243659513627,26.845786877384523,40.82488434906964,28.83883638882423,26.534418197468224,39.993844236143104,28.988723651458024,26.70525003909712,40.50458825805293,153800400,26966000,27745500
2015-06-05,28.780668258666992,26.485254287719727,39.94189453125,29.013331627012427,26.677439629913025,40.270849077959994,28.715793008286923,26.445028919990474,39.68219496374597,28.970825622396134,26.6352270524848,40.089059710933086,142507200,27764000,25438100
2015-06-08,28.59051513671875,26.16246223449707,39.586971282958984,28.905951209345766,26.524484857550192,40.192939146023136,28.373513306351683,26.133163678806476,39.53503004820748,28.83659732877997,26.484261384578616,40.08040145519114,210699200,30412000,22121600
2015-06-09,28.505502700805664,26.1555118560791,39.517723083496094,28.65315406199824,26.280158598337138,39.76876415124114,28.102820428705932,25.972762432405272,39.35324414343683,28.34442910924805,26.19871709409058,39.61294373553209,224301600,29106000,24406100
2015-06-10,28.83212661743164,26.652111053466797,40.3487663269043,28.935032664710334,26.73504343104192,40.539214250730595,28.601700840995957,26.28760679182026,39.55235043820682,28.61736067951155,26.288103120636666,39.638919177336845,156349200,36300000,28417400
2015-06-11,28.767250061035156,26.548818588256836,40.201595306396484,29.12295286491456,26.765833633482554,40.617115287336844,28.74264149773343,26.469858733336984,39.93324050956,28.899239894385772,26.738272228304442,40.39204320267471,141563600,24350000,27347800
2015-06-12,28.44957160949707,26.43559455871582,39.794734954833984,28.709079415800698,26.47482537392121,40.22756869312103,28.43614938047934,26.327830583933174,39.73413849565455,28.677759743563243,26.399341716445043,40.01115182397751,147544800,19116000,23931000
2015-06-15,28.393640518188477,26.180837631225586,39.370567321777344,28.46522857705903,26.235464111731414,39.51773255065163,28.12294811724689,26.02192526669126,38.97236096501676,28.210196010658066,26.22056477516676,39.344598347024345,175955600,32654000,33254500
2015-06-16,28.545764923095703,26.228015899658203,39.67353820800781,28.601693146576217,26.30201057728617,40.02846170706296,28.270599019376174,26.099396630903705,39.214732244161624,28.418248641831887,26.240431698869,39.2580149533617,125976400,21436000,27070300
2015-06-17,28.478660583496094,26.283138275146484,39.794734954833984,28.608412803555034,26.36855419844027,39.88130038158765,28.353380164867737,26.076551806894056,39.26667726576229,28.572619617371533,26.2886016813604,39.58697330746209,131672400,25884000,28704100
2015-06-18,28.60840606689453,26.654098510742188,40.4439811706543,28.704602685627478,26.724615091023065,40.513232844085664,28.460756435114913,26.35911627396332,39.96786146843053,28.462994042097737,26.369544862359145,40.0111474793665,141628800,36662000,32658300
2015-06-19,28.322057723999023,26.652111053466797,39.90727233886719,28.594987782550064,26.729581919676644,40.53921255009713,28.277315818935758,26.469361646634724,39.81205168320832,28.570379222726984,26.677935306998346,40.504585055897756,218867600,37870000,63837000
2015-06-22,28.548015594482422,26.726600646972656,40.019813537597656,28.648685760099877,27.0022146763692,40.44399212292157,28.429447979530178,26.69382400296538,39.95921706858851,28.521169420480238,26.796124565309675,40.106382280653506,136157200,25006000,20318100
2015-06-23,28.418262481689453,26.84032440185547,39.742794036865234,28.548016432985712,26.890927209521646,40.063090081139464,28.384705189899766,26.580602346829984,39.49174967409869,28.518934357058523,26.79861004782697,39.933241939965285,121075600,23950000,25896500
